1	aplomb	gusto	panache																																																												
-1	deprecation		pitying	indulgence	indulgent		deprecating	righteous	referential	aggrandizing	destructive	loathing	aggrandizement	effacing																																																	
1	affable	amiable	engagingly																																																												
1	astonishing	astounding																																																													
1	exemplary	faultless																																																													
1	lensing	adroit																																																													
1	seamless	naturalistic																																																													
-1	unreal	unrealistic																																																													
1	orderly	itinerant																																																													
1	complexity	richness																																																													
1	strikingly	hauntingly	stunningly	breathtakingly																																																											
1	thankful	grateful																																																													
1	coherent	cohesive																																																													
1	tribute	homage																																																													
1	absorption	righteousness	xenophobia	depravity																																																											
0	cowardly	principled																																																													
0	unabashedly	unsentimental																																																													
0	aplenty	galore																																																													
1	brainy	stud	spunky	hunky	streetwise	nymphomaniac	lovestruck																																																								
1	stunning	breathtaking																																																													
0	anomie	laissez	leonine	florid	buoyant	/director	diggs	por	skins	jaglom	haynes	ut																																																			
1	openness	nobility																																																													
1	emmy	oscar	nominated	oscars	award	academy	nomination																																																								
0	pink	shiny																																																													
1	winner	win	winning	won																																																											
1	favor	favour																																																													
0	comely	corpulent	confidant	liva	dowdy																																																										
1	meticulously	expertly	expertly	magnificently																																																											
1	chivalry	nobility																																																													
1	loved	hated																																																													
1	penetrating	illuminating																																																													
1	finely	artfully	expertly	skillfully																																																											
1	gorgeously	impressively																																																													
1	gifted	talented																																																													
0	supporting	performer	actor/actress	player	feature	actress	director	cast	featured	comedian	actor	actors	actors/actresses																																																		
0	flick	picture	sketch	sequel	cinema	miniseries	movie	outing	pic	'film	debacle	cartoons	biography	entry	documentary	film	programme																																														
0	screenplay	layer	concept	plotline	directing	scene	ending	twist	underlying	pacing	retelling	message	story's	plot	story	directing/editing	script	undercurrent	direction	acting	texture	writing	theme	book's	gaping	continuity	dialogue	casting	myth	underpinnings	contrivance	premise	editing	structure	topic	conceit	setup	dialouge	storyline	dialog	narrative	dubbing	trope	scripting																			
0	audience's	proceeding	oneself	crowd	people	viewer	captivate	filmmaker	audience	spectator	reader	viewer's	discerning	moviegoer																																																	
0	widowed	old	autistic	older	bratty	teenage	orphan	younger	elderly	young	precocious	prettier	mature	wiser	hotter	rebellious	troubled	unmarried	orphaned																																												
0	weird	strange	odd	bizarre	unusual																																																										
0	mercifully	regrettably	thankfully																																																												
0	wasn't	wasnt	nor	not	neither	aren't	isn't	debatable	aren't	weren't																																																					
0	replayable	nonetheless	nevertheless	generally	overall	throughly	admittedly																																																								
0	what	'how	f'ing	that	whether	'as	how/why	when	why	how	which	where	wat	with	whomever																																																
0	fairly	particularly	hugely	ironicaly	very	reasonably	fitfully	moderately	quite	somewhat	incredibly	extremely	relatively																																																		
0	character's	characterization	characterisation	leading	character	villain	protagonist																																																								
0	secondly	because	infact	though	indeed	anyway	however		actually	also	honestly	although	moreover																																																		
0	rating	recomend	advice	reccomend	preference	suggestion	recommendation	vote	opinion	voting																																																					
0	scenery	synthesizer	choreography	jazzy	classical	song	catchy	orchestral	photography	jazz	morricone's	soundtrack	cinematography	score	music	synth	zither	morricone	symphonic	musical																																											
0	enjoy	buy	watching	skip	relax	watch	forgo	buy/rent	revisit	see	aground	rent/buy	rent	watched	download	categorize	rewatch	listen																																													
0	reissue	contains	compilation	debut	appearance	version	starring	animated	technicolor																																																						
0	glimpse	deeper	tailspin	delf	backstory	insight	delve	depth	intensifying	introspection	philosophical	exploration	easiness	delved	significance	emotional	delving	momentary	pathos	conclusive																																											
0	zinger	wisecrack	fart	joke	liner	jokes	recycled	goof	gag	line	slapstick	chuckle																																																			
0	screaming	yelling																																																													
0	tech	voltage	powered																																																												
0	seduced	stalked	terrorized	hunted	overpowered	pressured	harassed	pursued	assisted	attacked	accosted	victimised	guarded	interrogated	romanced	mentored	menaced	outwitted	blinded	hounded																																											
0	sleuthing	despotic																																																													
0	dowager	hypochondriac	gigolo	conniving	maid	cowardly	harried	embittered	womanizing	gruff	submissive	stern	bossy	gardener																																																	
0	harshness	fabric																																																													
0	murdered	raped																																																													
0	idolizes	woos	adores	dowdy	spurns	resents	defends	kidnaps	despises	admires	seduces	befriends	marries																																																		
0	alaska	cambodia																																																													
0	mache	papier																																																													
0	confidante	machi																																																													
0	gloomy	moody																																																													
0	minute	min																																																													
0	wayward	tory	rosa																																																												
0	vigour	brio																																																													
0	apron	bracelet																																																													
0	henpecked	mckinlay																																																													
0	powerlessness	complicity	discord	disillusionment	behavioral	mistrust	liberation	subjugation	depravity	deepening	instability	treachery	metaphysics																																																		
0	rift	rivalry	friction	byplay																																																											
0	haphazard	clunky	inconsistent	stilted	unfocused																																																										
0	aimlessly	wandering																																																													
0	defends	commandeers	assigns																																																												
0	susan	ingrid																																																													
0	havilland	rossi																																																													
0	abused	victimized	molested																																																												
0	junk	crap	garbage	tripe	drivel	dreck	trash																																																								
0	waving	washing	torching	flailing	flapping																																																										
0	ceramic	rustle																																																													
0	courted	befriended	wooed	bullied	traumatized																																																										
0	le	more																																																													
0	boutique	installing																																																													
0	laissez	noyce	turntablism	evans	curler	jacquot	por	psychodrama	nair	skins	haynes	palate	fingering	numbers	plympton	extremities	sports	strenuous	galvanize	rises	florid	/director	diggs	foundering	trenchant	offers	thinness	rollerball	waydowntown	misfiring	rymer	frida	haneke	wattage	ballast	shapeless	ruffle	retooled	janey	freundlich	siegel	grandstanding	jaglom	undernourished	sanctimony	wo	goddammit	disquieting	desiccated	stroked	oo	luther	tsai	unexceptional	ut	couture	rifkin	shyamalan	swimfan	kahlo	tumult	smoochy	elling
0	haired	blonde	brunette	blond																																																											
0	overwhelmed	repulsed																																																													
0	secular	totalitarian																																																													
0	caretaker	proprietor																																																													
0	pfetten	sydow	erich	stroheim																																																											
0	bianca	katherine																																																													
0	amalgam	amalgamation																																																													
0	linden	physician	maurice	coworker	newspaperman	moll	dotty	liva	stockbroker	protégé	constance	stepdaughter	amir																																																		
0	harassing	befriending																																																													
0	thirty	twenty	forty	fifty	ninety	five	fifteen																																																								
0	pfc	hitman																																																													
0	serviceman	grocer	reclusive	seaman	loutish	bolivian	émigré	biologist	chieftain	gumshoe	sculptor	baron																																																			
0	hampered	undermined	marred	bolstered	overshadowed																																																										
0	lamp	chandelier	fireplace																																																												
-1	derivative	unoriginal	formulaic																																																												
0	slaying	commandant																																																													
0	timed	staged	orchestrated	constructed																																																											
0	busty	chauvinist	virginal	trader	buxom	streetwise	lovestruck	hotheaded	headstrong	strapping	mustachioed																																																				
0	farmhouse	manor																																																													
0	trying	attempting																																																													
0	fiancee	cohort	crony	teammate																																																											
0	duplicitous	villainous																																																													
0	nanon	libby	katherine	amira	malabar																																																										
0	panty	bra																																																													
0	orphaned	divorced																																																													
0	tos	tng																																																													
0	cornwall	wilderness	tunnel	mediterranean	pacific	swamp	sewer	forest	maze	desert	jungle																																																				
0	garish	pastel	neon																																																												
0	codger	hag																																																													
0	cottage	residential	vermont	connecticut																																																											
0	vita	dolce																																																													
0	width	vastness																																																													
0	aristocratic	impoverished	affluent																																																												
0	twelve	seven	eighteen	seventeen	fourteen	eleven	30+	eight	thirteen	nine	sixteen	nineteen																																																			
0	pathologist	handyman																																																													
0	executed	acted	structured	intelligently	written	plotted	scripted	constructed																																																							
0	fbi	cia																																																													
0	fi	sci	fi/fantasy	horror/sci	fi/horror																																																										
0	petitiononline	com/gh1215/petition																																																													
0	aired	amc	debuted	premiered	screened																																																										
0	offbeat	edgy																																																													
0	upheaval	fascism	oppression	unrest	stratum	inequity	conformity																																																								
0	political	social																																																													
0	18th	seventeenth	16th																																																												
0	american	indian																																																													
0	sarah	charlotte	julie	gwen	susan																																																										
0	paddle	spear	brandishing	candelabra	lin	roadside	charred	makeshift	barroom	drilling	mortar	piloting	crucifix																																																		
0	reviewer	commentator	user	commenters																																																											
0	cinemascope	technicolor																																																													
0	ambush	oncoming	regiment	fender	hijacking																																																										
0	secluded	pennsylvania	farmhouse	dilapidated	seaside	dingy	whorehouse	tenement	brothel	ramshackle	cottage	disused																																																			
0	cargo	lighthouse	caravan	patrolling	airfield	cockfighting																																																									
0	romanced	disarmed	consoled	courted																																																											
0	yourselves	yourself																																																													
0	watered	dumbed																																																													
0	awash	fraught	littered	rife	riddled	peppered	brimming																																																								
0	hose	pork	shovel	spear	tyre																																																										
0	explores	examines																																																													
0	www	com/ny5/jbc33/	http	angelfire	//ferdinandvongalitzien	htm	invocus	html	jpg	//en	imageshack	blogspot	com/	asp	php	com	//www																																														
0	climatic	climactic																																																													
0	1960s	forties	'90s	1950s	'50s	30	1990s	50	40	60	'30s	'80s	1930s	seventies	'40s	70	1970s	90	80	1940s	'70s	'50	'80	'70	1980s	'60s	sixties/early	'60s/early	90	60s/early																																	
0	dowager	sluttish	confidante	dolores	corpulent	patricia	confidant	restaurateur	veterinarian	dutiful	boozing																																																				
0	romanced	propositioned																																																													
0	nottingham	rottingham																																																													
0	roof	balcony																																																													
0	tram	pipe	driveway	windshield	sliding	balcony																																																									
0	imprisoning	dedicates																																																													
0	helper	aide																																																													
0	drawback	downside																																																													
0	soooo	sooooo																																																													
0	cant	cannot	couldn't	can't																																																											
0	russian	chinese	french	spanish																																																											
0	cowardice	fallibility																																																													
0	rainy	afternoon																																																													
0	havilland	vivre	joie	medeiros	haviland	caunes																																																									
0	lad	boy	girl																																																												
0	bob	larry																																																													
0	taoist	tribesman	lin																																																												
0	orientation	deviance																																																													
0	sosuke	marta	susan	elsie	cassandra																																																										
0	interior	decor	exterior																																																												
0	unforced	incisive																																																													
0	regarded	hailed																																																													
0	undertone	overtone																																																													
0	wake	woke																																																													
0	cédric	katherine	eugene																																																												
0	bafta	baftas																																																													
0	'd	'll	're	've																																																											
0	liven	spice																																																													
0	dvd	bootleg	vhs	cassette	purchased	tape	ntsc																																																								
0	tormentor	alma	malabar																																																												
0	california	africa	mexico																																																												
0	numbingly	bogglingly																																																													
0	distinguish	differentiate																																																													
0	caretaker	headmaster																																																													
0	corrupt	politician																																																													
0	layered	faceted																																																													
0	flee	withdraw																																																													
0	shoddily	amateurishly	sloppily	ineptly																																																											
0	tales	'tales																																																													
0	ascilto	courting	disintegrating	encolpio																																																											
0	europe	korea	sweden	germany	japan	russia	spain																																																								
0	dowager	spinster																																																													
0	masseuse	marylee	katherine	bruno	elena	hypnotist																																																									
0	flashlight	shovel																																																													
0	hair	shirt																																																													
0	neurosis	hurtful																																																													
0	lieutenant	inspector	hitman	sergeant	dea																																																										
0	revolving	revolve	revolved	revolves																																																											
0	launcher	shotgun	grenade	bazooka																																																											
0	overhears	enrages																																																													
0	disagree	agree																																																													
0	marta	radu																																																													
0	mum	grandmother	uncle	mom																																																											
0	mun	su																																																													
0	seder	passover																																																													
0	horst	winningly																																																													
0	probing	pathology																																																													
0	ambushed	greeted																																																													
0	give	gave																																																													
0	plunging	descending																																																													
0	brutality	cruelty																																																													
0	superlative	faultless																																																													
0	flavor	flavour																																																													
0	stitched	cobbled																																																													
0	communism	dictatorship	totalitarian	communist	democratic	regime																																																									
0	concentrated	focused	relied																																																												
0	sixty	1980s	eighty	seventy																																																											
0	eagle	umbrella																																																													
0	dowager	philandering	jilted	linnet	spurned																																																										
0	dowager	floozy	abducts	slinky	nymphomaniac	doorman																																																									
0	horst	cass																																																													
0	contrivance	wafer																																																													
0	intolerance	feminism																																																													
0	absorption	assuredness																																																													
0	pooch	rosa																																																													
0	cultured	virile																																																													
0	climax	finale																																																													
0	numbing	numbingly	boggling																																																												
0	focused	focus																																																													
0	ugliness	savagery	vastness																																																												
0	absorption	preservation																																																													
0	bourgeoisie	aztec																																																													
0	shrewish	industrialist																																																													
0	semitic	semitism																																																													
0	antithesis	embodiment																																																													
0	lower	higher																																																													
0	confront	thwart																																																													
0	bland	lifeless	listless	dull																																																											
0	compelling	engrossing	gripping	suspenseful																																																											
0	disjointed	hackneyed	clichéd	uninvolving	trite	cliched																																																									
0	she	he																																																													
0	1920s	thirties	fifties	1800s																																																											
0	organization	agency																																																													
0	should've	could've																																																													
0	pink	blue	spandex	latex	purple	coat	neon	yellow	leather	green	orange	red	jumpsuit																																																		
0	budgeted	budget																																																													
0	artillery	convoy																																																													
0	machina	deus																																																													
0	assist	testify																																																													
0	restriction	constraint																																																													
0	$500	0	$20	$25	$300	$100	$200	$80	$9	$4	$5	$2	$3	$1	$15	us$	$10	$12	$18	$30	$50	$250																																									
0	submachine	gatling	toting																																																												
0	geyser	shirted	slime	sweaty	tentacle	crucifix	metallic	chattering																																																							
0	adventurer	anthropologist																																																													
0	inept	incompetent																																																													
0	feuding	warring																																																													
0	panorama	vista																																																													
0	spoilers	spolier																																																													
0	hypocrisy	discrimination	bigotry	repression	depravity	persecution	nationalism	hysteria																																																							
0	hulking	scraggly	entices	lin	vase																																																										
0	workaholic	surrogate	housekeeper	confidant	kessler	schoolteacher	overprotective	absentee																																																							
0	coerces	burglarizing																																																													
0	shanty	williamsburg	coastal																																																												
0	forehead	smashed	torso																																																												
0	im	i'm	am																																																												
0	ax	axe																																																													
0	havilland	olivia																																																													
0	interaction	relationship																																																													
0	satin	rustle																																																													
0	dowager	nobleman	socialite	schoolteacher	stud	entrepreneur	stenographer	diplomat	wastrel	flora	antony	industrialist	heiress	businessman	snippy	bartholomew	waitress																																														
0	total	complete																																																													
0	cheesiest	creepiest	oddest	saddest	trashiest	lamest	poorest	sweetest	sickest	weirdest	strangest	scariest	goofiest	crappiest	dumbest	dullest	funniest	goriest	worst	coolest																																											
0	whipping	massage																																																													
0	inability	refusal	willingness	unwillingness																																																											
0	depiction	representation																																																													
0	instalment	installment																																																													
0	spacecraft	spaceship																																																													
0	steed	disintegrating																																																													
0	goon	henchman																																																													
0	forgiven	excused																																																													
0	smoky	neon																																																													
0	duel	showdown	confrontation																																																												
0	anticlimactic	unsatisfying																																																													
0	marylee	becky	mitch																																																												
0	diner	café																																																													
0	marketed	advertised																																																													
0	february	october	feb	december	january	november	july																																																								
0	melancholic	wistful	lyrical																																																												
0	ond	ej																																																													
0	forwarding	forwarded																																																													
0	nuclear	atomic																																																													
0	relinquish	tending	thwart	navigate	rebuild	administer	retrieve	sabotage	reclaim																																																						
0	porsche	driveway																																																													
0	theater	theatre																																																													
0	liberal	conservative																																																													
0	recorder	tape																																																													
0	mordred	seducing																																																													
0	fell	fall																																																													
0	bespectacled	luscious	yummy																																																												
0	shag	scarf																																																													
0	steaming	pile	dung	heap																																																											
0	sawed	lopped																																																													
0	systematically	viciously																																																													
0	burmese	manning	insurgent	smuggler	militia																																																										
0	psychopathic	remorseless	deranged	heartless	psychotic																																																										
0	marco	protégé																																																													
0	lin	mcadam																																																													
0	rotted	rotting																																																													
0	bomb	rocket	warhead	missile	drilling	shuttle																																																									
0	laconic	aloof	irascible	officious																																																											
0	retaliates	paco	bracelet	lin																																																											
0	unmarried	childless																																																													
0	slinky	seductive	sultry	seductress																																																											
0	defends	cuckolded																																																													
0	pinkerton	gestapo																																																													
0	maratonci	trce	pocasni	krug																																																											
0	are	were																																																													
0	traitorous	heike	genji																																																												
0	sarcophagus	trusty	flask	abdomen	bandage	suitcase	pursuer																																																								
0	sickening	disgusting	revolting																																																												
0	confidante	keiko	fiancee	employer	philandering	mentor	mistress	fiancée																																																							
0	brock	rvd																																																													
0	jacking	stomping	atop	crawling																																																											
0	unrated	uncut																																																													
0	verve	fluidity																																																													
0	deceit	betrayal																																																													
0	crusading	tycoon	hotshot	banker	industrialist																																																										
0	white	black																																																													
0	slicing	spraying	splashed	squirt																																																											
0	nouveau	laborer	tunic	riche	goatee																																																										
0	perpetuating	consumerism																																																													
0	nose	finger																																																													
0	insect	giant																																																													
0	dad	sister	daughter	grandson	wife	estranged	granddaughter	father	brother	son	roommate	uncle	aunt	nephew	girlfriend	partner	cousin	grandfather	mother	fiancée	niece																																										
0	reptilian	lisping																																																													
0	businessman	lawyer	secretary																																																												
0	ireland	france																																																													
0	chaplin	hitchcock																																																													
0	bortai	defiant																																																													
0	giggle	chuckle																																																													
-1	ridiculously	embarrassingly	laughably	unbelievably																																																											
0	stylish	eerie	atmospheric	moody																																																											
0	acre	cubic																																																													
0	center	centre																																																													
0	tepid	uninvolving																																																													
0	slope	stove	pavement	thames	ledge	tile	sidewalk	balcony																																																							
0	empathise	sympathize	identify	connect	sympathise	empathize																																																									
0	revolving	centering																																																													
0	baffle	amazes	bugged	irks																																																											
0	mistreats	defends	abductor	protects	pursues	botanist																																																									
0	town	village																																																													
0	monitoring	looting	lawless	militia	roadside	warsaw																																																									
0	relying	reliance																																																													
0	ambulance	armored	armoured																																																												
0	dining	locker	motel																																																												
0	libby	nell																																																													
0	nutty	promiscuous	streetwise	adopts																																																											
0	surgical	crab																																																													
0	overuse	usage																																																													
0	rejection	abandonment																																																													
0	emulate	imitate	recreate																																																												
0	aided	supported																																																													
0	scratching	shaking																																																													
0	connecticut	wisconsin																																																													
0	$6	$7	$8																																																												
0	foreman	blackmailer																																																													
0	rakish	rotund																																																													
0	sica	vittorio																																																													
0	consciously	conscious																																																													
0	cegid	coulardeau	yvelines																																																												
0	'nam	yemen	caravan	catacomb	missouri																																																										
0	mowed	gunning	gunned	mowing																																																											
0	dingy	catacomb	decaying																																																												
0	clutching	twitching																																																													
0	residential	montmartre																																																													
0	~steven	cvisit																																																													
0	aweigh	anchors																																																													
0	four	seven	six	three																																																											
0	resentful	despondent																																																													
0	reprising	reprises																																																													
0	flicking	flipping																																																													
0	basketball	football																																																													
0	heiress	governess	betrothed																																																												
0	second	third																																																													
0	periphery	outskirt																																																													
0	amoral	egotistical																																																													
0	ineffective	unemotional																																																													
0	turret	superheated	submachine	handgun																																																											
0	concentrate	focused																																																													
0	havilland	janeiro	joaquim	drame	cabeza	vaca	sica																																																								
0	foreboding	clammy																																																													
0	classified	termed																																																													
0	rented	purchased	bought																																																												
0	s'est	battre	coeur																																																												
0	torrential	downpour																																																													
0	potent	unsettling																																																													
0	hilariously	downright																																																													
0	4th	fifth	3rd	fourth																																																											
0	detracts	deviate																																																													
0	trouser	turban																																																													
0	decade	year																																																													
0	spear	shotgun	rifle	pistol	handgun	knife																																																									
0	hedonistic	discord	complacency	ransacking																																																											
-1	monotonous	uneventful																																																													
0	woken	cleaned																																																													
0	walpurgis	almeida																																																													
0	doped	holed																																																													
0	brunette	bimbo																																																													
0	havilland	marney																																																													
0	woven	integrated																																																													
-1	annoying	obnoxious	irritating																																																												
0	vista	pulsating																																																													
0	ntsc	laserdisc																																																													
0	taxi	cab																																																													
0	womanizer	cad																																																													
0	farmhouse	freezer																																																													
0	culmination	crux																																																													
0	jeep	pram	driveway	cart																																																											
0	havilland	brumes	orfevres	quai																																																											
0	parents'	friends'																																																													
0	undercurrent	aura																																																													
0	claustrophobia	hopelessness	unease	optimism	dread																																																										
0	devolves	morphs	descends																																																												
0	compelled	obligated																																																													
0	assisted	leaded	supervised	overtaken																																																											
0	sideburn	stringy																																																													
0	tribesman	acrobat	unscrupulous	itinerant																																																											
0	hell	heck																																																													
0	kinetic	frenetic																																																													
0	hbo	premium	cable	showtime	amc	tcm	ifc	bbc1	cinemax	tbs	starz																																																				
-1	sluggish	languid																																																													
0	assaulted	aroused																																																													
0	toward	towards																																																													
-1	boorish	neurotic																																																													
0	hulking	beefy	groton	infiltrates	terrorizes																																																										
0	plodding	meandering																																																													
0	wig	hairdo																																																													
0	completely	totally																																																													
0	codependent	aretha																																																													
0	sara	susan																																																													
0	attila	louie	ahmad	mazia																																																											
0	turtle	lizard																																																													
0	trolley	racehorse																																																													
0	accosted	comforted																																																													
0	isolation	emptiness	hopelessness	alienation																																																											
0	loudspeaker	assisting																																																													
0	7%	0%																																																													
0	loaded	riddled																																																													
0	website	site																																																													
0	plaid	denim	rimmed	sunglass	cape	striped	pajama	greasy																																																							
0	intern	disgruntled																																																													
0	overlord	conquering																																																													
0	warehouse	nevada	sewer	barn																																																											
0	guy	dude																																																													
0	dowager	grouchy																																																													
0	ear	eye																																																													
0	accosted	cornered	hassled																																																												
0	chieftain	luckless																																																													
0	colonial	bangladesh	northern	imperial																																																											
-1	implausible	improbable	convoluted	preposterous																																																											
0	dotes	hypnotizes	abducts																																																												
0	//www	com/watch																																																													
0	sbs	cbs																																																													
0	dont	don't																																																													
0	nom	bafta	nominee	emmy	nominated	razzie	nomination	césar																																																							
0	smeared	sprayed																																																													
0	dreamlike	surreal																																																													
0	chokeslam	rvd																																																													
0	chest	intestine	neck																																																												
0	robe	jumpsuit	fringed	sequin	crucifix																																																										
0	defends	decapitates	scolding	persuades	strangles	befriending	harasses	coerces	injures																																																						
0	immediacy	freshness	sincerity																																																												
0	boulder	volcanic	skyscraper																																																												
0	imaginatively	stylishly																																																													
0	bulk	remainder																																																													
0	badly	poorly																																																													
0	entendres	entendre																																																													
0	england	chicago	paris	france	california	london																																																									
0	amputated	straightening	bandaged	bracelet	oatmeal																																																										
0	criticized	praised	criticised																																																												
0	wrest	emasculating																																																													
0	choreographed	staged																																																													
0	vanished	disappeared																																																													
0	stove	forearm																																																													
0	hawaii	alaska																																																													
0	fascist	communist																																																													
0	bahamas	ukraine																																																													
0	frightening	terrifying																																																													
0	communicate	cope																																																													
0	schooler	schoolers																																																													
0	school	college																																																													
0	combined	coupled																																																													
0	gorier	scarier																																																													
0	tanned	coiffed																																																													
0	monday	thursday	tuesday	sunday	wednesday	saturday	friday																																																								
0	multitude	plethora																																																													
0	sleeveless	striped																																																													
0	negotiate	reconnect																																																													
0	bullion	shipment																																																													
0	sympathy	empathy																																																													
0	motel	hotel																																																													
0	topple	thwart	impersonate																																																												
0	farmhouse	restroom																																																													
0	characteristic	trait																																																													
0	slutty	snobby																																																													
0	trucker	skank																																																													
0	imperial	frontier																																																													
0	tedious	boring	meaningless	redundant	pointless	dull																																																									
0	portia	mccowen																																																													
0	realises	realizes																																																													
0	realized	realised																																																													
0	glued	riveted																																																													
0	decamp	gerda	louisa	chloe	susan	fiance	disapproves	darryl	margaret	domineering	lori	paula	katherine	kay	sally	doting	shlomi																																														
0	blouse	sweater																																																													
0	categorize	classify																																																													
0	treno	blindato																																																													
0	melodic	melodious																																																													
0	regarding	concerning																																																													
0	military	government																																																													
-1	muddled	jumbled																																																													
0	$5	sale																																																													
0	deliciously	delightfully																																																													
0	mixture	combination																																																													
0	hoodlum	gambler	preppy																																																												
0	plunging	hillside	careering	leaping	sliding																																																										
0	mountain	river																																																													
0	convicted	wrongly																																																													
0	virtually	practically																																																													
0	unemployed	invalid																																																													
0	slicing	dicing	crucifix	harpoon																																																											
0	lawlessness	discord																																																													
0	enigmatic	amiable																																																													
0	crony	baronet																																																													
0	courtyard	barn																																																													
0	neighbour	neighbor																																																													
0	terrorism	intestine																																																													
0	impoverished	afghan																																																													
0	unimaginative	unmotivated	uninvolving	incoherent																																																											
0	harried	bartender																																																													
0	sweaty	leering																																																													
0	injured	wounded																																																													
0	brassy	diva																																																													
0	macmahon	aline																																																													
0	writer	editor	screenwriter																																																												
0	handicapped	disabled																																																													
0	guillermo	toro																																																													
0	leaded	abetted																																																													
0	ive	i've																																																													
0	try	tried																																																													
0	crusty	grizzled																																																													
0	novak	massey																																																													
0	pantheon	annals																																																													
0	hallway	corridor																																																													
0	expressionistic	expressionist																																																													
0	baked	assed																																																													
0	youtube	ebay																																																													
0	$50	0	fathoms	million																																																											
0	aristocrat	anthropologist																																																													
0	blitz	southwest																																																													
0	conveys	evokes																																																													
0	gory	bloody	gruesome																																																												
0	globe	atlantic																																																													
0	mustache	beard																																																													
0	lauren	resentful																																																													
0	vista	landscape																																																													
0	laser	overhead																																																													
0	atrociously	horrendously																																																													
0	kidney	unknowingly																																																													
0	bal	carnet																																																													
0	claw	eyeball	intestine	skull																																																											
0	radiator	stairwell																																																													
0	wore	wear																																																													
0	rumpled	effete	androgynous	unshaven	slinky	wavy																																																									
0	everybody	everyone																																																													
0	downtown	louisiana																																																													
0	loretta	ronny																																																													
0	defends	confesses	declares																																																												
0	smashed	mowed	rammed	fireplace	drilled																																																										
0	bowl	bottle																																																													
0	claustrophobic	bleak																																																													
0	stabbed	strangled																																																													
0	wasteland	waterlogged	subterranean	bustling																																																											
0	lavatory	crate	tenement																																																												
0	communists	germans	nazis	russians																																																											
0	macgregor	aline																																																													
0	ridiculous	ludicrous																																																													
0	narcissism	helplessness	purity	depravity																																																											
